count	msgid	msgstr	modules
2	Allocation Frame Material	Chi tiết màu NPL/Bàn	g10_hybrid_production g10_veston_production
2	Allocation Ratio	Tỉ lệ hạch toán	g10_hybrid_production g10_veston_production
2	Allocation Table	HTBC	g10_shirt_production g10_veston_production
2	Allocation priorities	Thứ tự ưu tiên hạch toán	g10_hybrid_production g10_veston_production
2	Approve	Phê duyệt	g10_production g10_shirt_production
2	Approved	Đã duyệt	g10_master g10_production
2	Available Bundle	Bó vải có sẵn	g10_hybrid_production g10_veston_production
2	Available Bundles	Bọn có sẵn	g10_hybrid_production g10_veston_production
2	Available Sub Pre Order	Sub PO	g10_hybrid_production g10_veston_production
2	Available for Pressing Return to Cutting	Có thể trả lại tổ cắt từ ép	g10_hybrid_production g10_veston_production
2	Back to draft	Chuyển về Nháp	g10_production g10_veston_production
2	Body Detail Inspection	Kiểm thân chi tiết	g10_master g10_shirt_production
2	Bundle Details	Chi tiết Áo/Quần	g10_hybrid_production g10_veston_production
2	Bundle Numbers	STT	g10_hybrid_production g10_veston_production
2	Bundle Quantity	Số lượng bó vải	g10_hybrid_production g10_shirt_production
2	Bundle Veston Number	Số Áo/Quần	g10_hybrid_production g10_veston_production
2	Button Edit	Chỉnh sửa	g10_hybrid_production g10_veston_production
2	Cancel Date	Ngày hủy phiếu	g10_hybrid_production g10_veston_production
2	Color Code	Mã màu	g10_master g10_shirt_production
2	Combine	Gộp phiếu	g10_shirt_production g10_stock
2	Combined Cutting Requests	Phiếu trải vải đã gộp	g10_hybrid_production g10_shirt_production
2	Compute Start/End Qty	Tính toán Số bắt đầu/kết thúc	g10_hybrid_production g10_veston_production
2	Compute Start/End Qty with Gap	Tính toán số bắt đầu/kết thúc giảm lệnh	g10_hybrid_production g10_veston_production
2	Conclusion	Kết luận	g10_hybrid_production g10_veston_production
2	Config Settings	Cài đặt cấu hình	g10_miti_synchronization g10_mobile
2	Consumption Qty	Tiêu hao	g10_hybrid_production g10_veston_production
2	Consumption Ratio	Hệ số tiêu hao	g10_hybrid_production g10_veston_production
2	Contact	Liên hệ	g10_master g10_miti_synchronization
2	Cumulative Pass Qty	Số lượng đạt cộng dồn	g10_hybrid_production g10_veston_production
2	Customer Name	Tên Khách hàng	g10_master g10_one_off_production
2	Cutting Inspection Count	Số phiếu kiểm Cắt	g10_hybrid_production g10_veston_production
2	Cutting Inspection Post Pressing Detail Lines	Chi tiết phiếu kiểm hóa cắt sau ép	g10_hybrid_production g10_veston_production
2	Cutting Inspections	Kiểm hóa Cắt	g10_hybrid_production g10_veston_production
2	Cutting Production Quality Line	Chi tiết ghi nhận chất lượng KCS	g10_hybrid_production g10_shirt_production
2	Cutting Production Veston Count	Số phiếu trải vải Veston	g10_hybrid_production g10_veston_production
2	Cutting Productions Veston	Phiếu trải vải Veston	g10_hybrid_production g10_veston_production
2	Cutting Table	Bàn	g10_shirt_production g10_veston_production
2	Cutting Table Allocation Frame	Chi tiết theo KGSĐ	g10_hybrid_production g10_veston_production
2	Cutting Table Allocations	Hạch toán bàn cắt	g10_shirt_production g10_veston_production
2	Cutting Table Ticket	Phiếu hoạch toán bàn cắt	g10_hybrid_production g10_report
2	Cutting Tables	Bàn	g10_hybrid_production g10_veston_production
2	Cutting table allocation can only be confirmed from draft state!	Phiếu hạch toán bàn cắt chỉ được xác nhận khi đang ở trạng thái Nháp!	g10_shirt_production g10_veston_production
2	Daily Accumulate / Production Qty	Đạt trong ngày / SL sản xuất	g10_hybrid_production g10_veston_production
2	Daily Accumulate Pass Qty	Số lượng đạt trong ngày	g10_hybrid_production g10_veston_production
2	Default unit of measure used for all stock operations.	Đơn vị đo lường mặc định được sử dụng cho tất cả các hoạt động kho.	g10_stock g10_veston_production
2	Defect Note	Ghi chú lỗi	g10_hybrid_production g10_veston_production
2	Defect Ratio	Tỷ lệ lỗi	g10_hybrid_production g10_veston_production
2	Defect must be unique per Cutting inspection!	Lỗi bàn cắt phải là duy nhất trong một phiếu Kiểm hóa bàn cắt!	g10_shirt_production g10_veston_production
2	Demand Quantity	SL yêu cầu	g10_hybrid_production g10_veston_production
2	Description of the defect found during inspection	Mô tả của lỗi được tìm thấy trong quá trình kiểm hóa	g10_production g10_shirt_production
2	Detail	Chi tiết	g10_one_off_production g10_stock
2	Detail Adhesion Inspection	Kiểm chi tiết dính ép dựng	g10_master g10_shirt_production
2	Discard	Hủy	g10_hybrid_production g10_veston_production
2	Done Sewing Rechecks	Recheck đã sửa đạt	g10_hybrid_production g10_veston_production
2	Duplicating a Sewing supply is not allowed!	Không được nhân bản một phiếu Cấp chuyền may!	g10_shirt_production g10_veston_production
2	End number	Số kết thúc	g10_hybrid_production g10_veston_production
2	Exit	Thoát	g10_hybrid_production g10_production
2	Fabric Head	Đầu tấm	g10_hybrid_production g10_veston_production
2	Fabric Roll Length	Chiều dài cuộn	g10_hybrid_production g10_veston_production
2	Fabric Roll Qty	Số cuộn	g10_hybrid_production g10_veston_production
2	Fabric roll %s has no material product!	Cuộn vải %s chưa có sản phẩm NPL!	g10_one_off_production g10_veston_production
2	Fabric roll %s has no stock!	Cuộn vải %s không có tồn kho!	g10_one_off_production g10_veston_production
2	Figure/Size	Cỡ/Vóc	g10_hybrid_production g10_veston_production
2	Figure/Size Details	Phối kiện	g10_hybrid_production g10_veston_production
2	Figure/Size name	Tên Cỡ/Vóc	g10_master g10_veston_production
2	File Name	Tên tệp	g10_one_off_production g10_stock
2	Filtered Bundle	Bọn đã lọc	g10_hybrid_production g10_veston_production
2	Final Record	Nhập hoàn thiện Là	g10_production g10_veston_production
2	Finish Date	Ngày hoàn thành	g10_hybrid_production g10_veston_production
2	Finish User	Người hoàn thành	g10_hybrid_production g10_veston_production
2	Finished Product Stage	Kho thành phẩm	g10_one_off_production g10_veston_production
2	First Layer DL	Lá đầu DL	g10_hybrid_production g10_veston_production
2	First Layer DL Yin/Yang	Lá đầu DL Âm/Dương	g10_hybrid_production g10_veston_production
2	First Layer RW	Lá đầu RW	g10_hybrid_production g10_veston_production
2	First Layer RW Yin/Yang	Lá đầu RW Âm/Dương	g10_hybrid_production g10_veston_production
2	Fixed Qty	SL sửa đạt	g10_hybrid_production g10_veston_production
2	Frame Lines	Chi tiết theo KGSĐ	g10_hybrid_production g10_veston_production
2	Frame Materials	Chi tiết NPL theo Bàn	g10_hybrid_production g10_veston_production
2	Fully Selected Details	Đã cấp đủ Chi tiết	g10_hybrid_production g10_veston_production
2	General	Thông tin chung	g10_master g10_stock
2	General Information	Thông tin chung	g10_hybrid_production g10_shirt_production
2	Grain Line	Canh sợi	g10_hybrid_production g10_veston_production
2	Has Sewing Recheck	Có kiểm lại may	g10_hybrid_production g10_veston_production
2	History Line	Dòng lịch sử	g10_hybrid_production g10_veston_production
2	Hạch toán bàn Cắt	Hạch toán bàn cắt	g10_report g10_shirt_production
2	Import Lines	Dòng nhập	g10_one_off_production g10_veston_production
2	Indicates whether the total allocation qty for production line meets the total quantity in production lines.	Cho biết tổng số lượng đã hạch toán cho dòng sản xuất có đạt đủ tổng số lượng của các dòng sản xuất hay không.	g10_hybrid_production g10_veston_production
2	Info	Thông tin	g10_hybrid_production g10_shirt_production
2	Input Qty	Số lượng nhập	g10_production g10_veston_production
2	Inspected	Đã kiểm	g10_hybrid_production g10_production
2	Inspection Area	Khu vực kiểm hóa	g10_master g10_shirt_production
2	Inspection Done	Đã kiểm hóa	g10_shirt_production g10_veston_production
2	Inspection Flow	Luồng kiểm hóa	g10_hybrid_production g10_veston_production
2	Inspection User	Người kiểm hóa	g10_hybrid_production g10_veston_production
2	Inspection location	Vị trí kiểm hóa	g10_hybrid_production g10_veston_production
2	Inspection qty	SL kiểm hóa	g10_hybrid_production g10_veston_production
2	Invoice Product	Số Invoice	g10_miti_synchronization g10_stock
2	Is Combined	Đã gộp	g10_hybrid_production g10_shirt_production
2	Is Fulfilled	Hạch toán đủ	g10_hybrid_production g10_veston_production
2	Is Fully Supplied	Đã cấp đủ	g10_hybrid_production g10_veston_production
2	Is Merged Production	Là Lệnh Gộp	g10_hybrid_production g10_veston_production
2	Is sample	Hàng mẫu	g10_hybrid_production g10_veston_production
2	Kiểm hóa Là	Kiểm hóa Là	g10_mattermost_integration g10_shirt_production
2	Kiểm hóa May	Kiểm hóa May	g10_mattermost_integration g10_shirt_production
2	Last Layer DL	Lá cuối DL	g10_hybrid_production g10_veston_production
2	Last Layer DL Yin/Yang	Lá cuối DL Âm/Dương	g10_hybrid_production g10_veston_production
2	Last Layer RW	Lá cuối RW	g10_hybrid_production g10_veston_production
2	Last Layer RW Yin/Yang	Lá cuối RW Âm/Dương	g10_hybrid_production g10_veston_production
2	Latest Sequence Number	Số thứ tự cuối	g10_hybrid_production g10_veston_production
2	Latest Sequence Updated At	Cập nhật số thứ tự cuối nhất lúc	g10_hybrid_production g10_veston_production
2	Layer Qty	Số lá	g10_hybrid_production g10_veston_production
2	Length (m)	Dài (m)	g10_hybrid_production g10_veston_production
2	Length Sample	Mẫu chiều dài	g10_hybrid_production g10_shirt_production
2	Length of the fabric roll in meters	Độ dài cuộn vải theo mét	g10_hybrid_production g10_veston_production
2	Line Accumulated Exported Supply Qty	Tổng lũy kế xuất	g10_hybrid_production g10_veston_production
2	Line Accumulated Imported Supply Qty	Tổng lũy kế nhập	g10_hybrid_production g10_veston_production
2	Line Confirm Date	Ngày xác nhận dòng	g10_hybrid_production g10_veston_production
2	Line Confirmed By	Người xác nhận dòng	g10_hybrid_production g10_veston_production
2	Line Size with Equal Quantity	Chi tiết Cỡ/Vóc cùng số lượng	g10_hybrid_production g10_veston_production
2	Line State	Trạng thái dòng	g10_hybrid_production g10_veston_production
2	Line total qty	Tổng số lượng	g10_hybrid_production g10_veston_production
2	Lines By Color	Theo Màu	g10_hybrid_production g10_veston_production
2	Load data	Lấy dữ liệu	g10_hybrid_production g10_veston_production
2	MRP Pre Order	Đơn đặt hàng SX	g10_master g10_miti_synchronization
2	MRP Production Type	Loại hình SX	g10_one_off_production g10_production
2	Main Fabric Bundle	Bọn của Vải chính	g10_hybrid_production g10_veston_production
2	Main Fabric Colors	Màu Vải chính	g10_hybrid_production g10_veston_production
2	Main fabric colors in the marker frame lines.	Màu vải chính trong chi tiết KGSĐ.	g10_hybrid_production g10_veston_production
2	Marker Code	Mã khung giác sơ đồ	g10_hybrid_production g10_veston_production
2	Marker Frame	Khung giác sơ đồ	g10_hybrid_production g10_veston_production
2	Marker Frame Fabric	Loại vải	g10_hybrid_production g10_veston_production
2	Marker Frames	Khung giác sơ đồ	g10_hybrid_production g10_veston_production
2	Marker Qty	Số lượng giác	g10_hybrid_production g10_veston_production
2	Marker frame	Khung giác sơ đồ	g10_hybrid_production g10_veston_production
2	Master data	Dữ liệu cơ sở	g10_miti_synchronization g10_stock
